created_at,indexed_at,text,author_handle,author_display_name,author_did,like_count,repost_count,reply_count,uri,cid
2026-05-01T14:46:30.793793Z,2026-05-01T14:46:33.276Z,c c nh nghi n c u ch ng minh quadsqueezing m t hi u ng l ng t b c b n b ng c ch s d ng c c ion b m c k t b ng c ch k t h p c c l c kh ng giao ho n h l m cho nh ng h nh vi l ng t tr c kh ng th ti p c n tr n n c th s d ng c cho c m bi n v t nh to n,informaq-vi.bsky.social,Informaq Tóm Tắt Lượng Tử,did:plc:xrnzjhxtyq4ru42azhqftqvf,0,0,0,at://did:plc:xrnzjhxtyq4ru42azhqftqvf/app.bsky.feed.post/3mksemu7dbv27,bafyreiazkhgkh3futl2yxgzdbqhx3eniazuy4xg3wqdftx3rgjk3zgpbbi
2026-05-01T14:17:49.782Z,2026-05-01T14:17:51.377Z,dengang jeg som veldig ung ble helt uf r fikk moren min sjokk hun hadde tatt det for gitt at de skattepengene hun hadde betalt inn ville g til ta vare p barna hennes om de ble syke ikke at hun i mange ti r m tte tr til for f det til g rundt b de konomisk og praktisk,beate.bsky.social,Beate 🖇️,did:plc:44j4vuykzn7y77v6houyxumj,1,0,1,at://did:plc:44j4vuykzn7y77v6houyxumj/app.bsky.feed.post/3mksczirm2c2w,bafyreicmuvmmihpfjbnbxeapwn4k4cdkfbz7ncc3ljy2bebk7aodnhe4sa
2026-05-01T14:09:17.808Z,2026-05-01T14:09:29.973Z,ob henter ung gambianer til akademiet foto odense boldklub obdknyheder2026 obdk,obstemmer.dk,Stemmer Fra Ådalen,did:plc:esjdes32mnlgpuuxlwy6yjs7,6,1,1,at://did:plc:esjdes32mnlgpuuxlwy6yjs7/app.bsky.feed.post/3mksckajgg22b,bafyreiagaxpqucvoxqkv7qxvehihpfamkd463mnng63zmhidiqe6hhpbcq
2026-05-01T13:55:09.761Z,2026-05-01T13:55:13.473Z,grey gardens var vill og herlig 70talls doku smooth talk var flott ten ringsnovelle p film med en r ung laura dern my winnipeg var et flytende og kreativt portrett av byen blanda med memoarer skikkelig kule sekvenser marty supreme levde opp til hypen h yt tempo og chalamets beste filmskya,rogergrasberg.bsky.social,Roger Græsberg,did:plc:2p677mlowkrzxwqtxevs7kvw,8,0,0,at://did:plc:2p677mlowkrzxwqtxevs7kvw/app.bsky.feed.post/3mksbqxr5hs23,bafyreiczxam4fwstghj57a7a3vxcpnsobvfbfle77j3c7qjosrdddi7sxm
2026-05-01T13:22:52.841Z,2026-05-01T13:22:54.179Z,idag var min onkel hans f dselsdag meget passende da han var social og demokrat gennem ben og marv et arbejdsliv udelukkende i kriminalforsorgen i horsens statsf ngsel som tjenestemand udover diverse hyggelige stunder husker jeg hans skosen af mig da jeg som ung kategorisk afviste df,sayyestono.bsky.social,Kevin Sebastin,did:plc:krgjmntd54dw5i22zlr7zphw,0,0,1,at://did:plc:krgjmntd54dw5i22zlr7zphw/app.bsky.feed.post/3mks7xakx422t,bafyreiglq4qkvhjdz3erqul2hzrw3hmhelccn7qienqyq7qnjyxidziyj4
2026-05-01T13:12:17.646Z,2026-05-01T13:12:18.477Z,ung kvinde instagram g r os grundl ggende til d rligere versioner af os selv,politiken.dk,Politiken,did:plc:pvao7wm4e4b3c7rtco4vh766,1,0,0,at://did:plc:pvao7wm4e4b3c7rtco4vh766/app.bsky.feed.post/3mks7ed23b625,bafyreicsiti544crqaiaouujkurgnnti2lzmh3lch5u6twhrpwnr6pyhlu
2026-05-01T12:37:13.079Z,2026-05-01T12:37:14.876Z,gte danskhed jeg ogs s nderjyde drak m lk som et svin da jeg var barn da jeg blev ung begyndte jeg at drikke vand i stedet men der var ogs en masse m lkepropaganda husker jeg,roblas.bsky.social,Robust Borger 🍉,did:plc:uihimxvt5eic4fogo5pva2co,1,0,1,at://did:plc:uihimxvt5eic4fogo5pva2co/app.bsky.feed.post/3mks5flq2bk2b,bafyreibr7risy3ken62oueatp5l5h2cjg3y2w2swk6pcq43rzbsais3c6i
2026-05-01T12:33:05.455Z,2026-05-01T12:33:08.176Z,over 100 unge m dte op til morgenl b gennem byen foto goto s nderborg,sdbnyt.bsky.social,SønderborgNYT,did:plc:lnqgxziwk3pcfc2haj4jg6jx,1,0,0,at://did:plc:lnqgxziwk3pcfc2haj4jg6jx/app.bsky.feed.post/3mks567l5xk2u,bafyreiejmyi2azqqtishzkewg2zvujaksoscwftxxhvbd23pbvhuy3uvfa
2026-05-01T12:30:06+00:00,2026-05-01T12:30:10.278Z,man i 20 rs ldern d d efter mcolycka i trollh ttan svt nyheter man i 20 rs ldern d d efter mcolycka i trollh ttan svt nyheter misst nkt farligt f rem l i malm boende inryms expressen ung,se-nyheter.bsky.social,,did:plc:meiz3kma33nrwe6bliagav37,0,0,0,at://did:plc:meiz3kma33nrwe6bliagav37/app.bsky.feed.post/3mks4yy4kmh2d,bafyreiejn7gcnelpxrhbilmhnaqoyxdw2vvmdauhjjp6y5htltqgqheaaa
2026-05-01T12:29:45.695Z,2026-05-01T12:29:47.574Z,t ch u suzhou trung qu c robot h nh ng i panther c b nh xe c a unix ai t ng ch n h ng ng g i n h ng v x l c c giao d ch mua s m online c a kh ch h ng qua ng d ng flash buy c a taobao ngay t kho h ng ph a tr c c a si u th sau c chuy n giao cho c c t i x giao h ng,ong8ba8.com,ong8ba8,did:plc:cfuz623dlss3kmqvwmwtxfyd,0,0,0,at://did:plc:cfuz623dlss3kmqvwmwtxfyd/app.bsky.feed.post/3mks4yb2xtk2x,bafyreiemsl3fottumudmumbsmj6afybz4yk2a5uxt5pllsdhvpti5df42y
2026-05-01T11:44:47.306Z,2026-05-01T11:44:47.973Z,wie bei allen gr nen treibstoffen die ich daher gerne auch als regenbogeneinh rnerpisse l cherlich mache denn es gibt von beiden substanzen relativ zu den globalen bed rfnissen ung hnlich viel,tadziomueller.bsky.social,Tadzio Mueller,did:plc:dohyzu7g4jpxyhaagkcjrk6v,1,0,1,at://did:plc:dohyzu7g4jpxyhaagkcjrk6v/app.bsky.feed.post/3mks2htoodc2z,bafyreidyflw6dw5jalufgdwhy2dm4yqa2cv473ycqraczbg7np5aw7us6e
2026-05-01T11:27:49.893Z,2026-05-01T11:28:04.833Z,jeg m tte henrik for noen uker siden da var det 6 uker siden han fikk cart behandlingen han f ler seg frisk det er for tidlig vite sikkert om lupusen faktisk er borte men de f rste lupus pasientene som fikk cart i erlangen har n v rt friske i 5 r s vi er optimistiske,annafryxelius.bsky.social,Anna Fryxelius,did:plc:wvagjulncqsmm5zoj2wyl5i5,1,0,1,at://did:plc:wvagjulncqsmm5zoj2wyl5i5/app.bsky.feed.post/3mkrzjo3a422q,bafyreihbs7rblv4kmv7ak6zqljmcdf6qcgyretu4onw5zmrnjtav4l5wx4
2026-05-01T11:27:49.890Z,2026-05-01T11:28:04.775Z,henrik er den f rste revmatikeren i norge som har gjennomg tt cart behandling han fikk lupus 18 r gammel da han var 19 hadde han hatt 15 hjerneslag og familien trodde ikke han ville overleve,annafryxelius.bsky.social,Anna Fryxelius,did:plc:wvagjulncqsmm5zoj2wyl5i5,3,0,1,at://did:plc:wvagjulncqsmm5zoj2wyl5i5/app.bsky.feed.post/3mkrzjjfypk2q,bafyreigmh4gdjgyy5x3zh3rmvzwymsnumlz4ntg2oox63pvumzopx6uedy
2026-05-01T10:58:51.034Z,2026-05-01T10:58:57.974Z,h hvis jeg bodde i samme by som mamma skulle jeg ha satt valper p embla mamma var schnauzeroppdretter i sin tid hadde 15 kull 5 da jeg var ten ringung voksen jeg savner det skikkelig men jeg vet ogs hvor mye arbeid og potensielle sorger det er til gj re det alene,ziltoidia.bsky.social,Dr. Eli 🇵🇸🕊️,did:plc:ulcltolgfhjn7twku3u7nr2f,2,0,0,at://did:plc:ulcltolgfhjn7twku3u7nr2f/app.bsky.feed.post/3mkrxvp3xgk2u,bafyreid6fca456ibb5zcxqdgaceqr25ov3gksridq6h4dxg2ljo473wrxi
2026-05-01T10:48:31.635Z,2026-05-01T10:48:32.072Z,landsretten har sk rpet straffen for en ung mand til 4 r og 10 m neders f ngsel for drabsfors g ved et knivstik ved en mosk i marts 2024 byretten d mte ham for grov vold men landsretten fandt drabsfors g p grund af knivstikkets alvor tre andre medgerningsm nd fik ogs f ngselsstraffe,drdk-nyheder-bot.bsky.social,Uofficiel dr.dk nyheder bot,did:plc:dlxnthdtaz7qdflht47dpst6,0,0,0,at://did:plc:dlxnthdtaz7qdflht47dpst6/app.bsky.feed.post/3mkrxdalgap2y,bafyreiflea6uahzsvvsgbypr4srxpwpb7l66tfbqmgx5polxdlbk3vo2vy
2026-05-01T10:29:52.799Z,2026-05-01T10:29:52.974Z,s g en v ldigt gammal kvinna flyga p en ung kille r tt v ldsamt h r p lokala krogen och impulsiv som jag r kunde jag inte l ta bli att g fram och avl gsna hennes n var fr n killens ansikte,ebbanordahl.bsky.social,Klinker Spektinkel,did:plc:b7edwop56drzhpzzingw3idc,0,0,3,at://did:plc:b7edwop56drzhpzzingw3idc/app.bsky.feed.post/3mkrwbvf7dk23,bafyreifx6mxsdycipxc6hutw5y5ogkyyzifuaidlcfdbocuklj5vqsteaa
2026-05-01T10:28:06.892Z,2026-05-01T10:28:09.379Z,ung umaasa n n mn ako na pakikingan mo kunting pakiusap ko pero wla,jham94.bsky.social,voiceless,did:plc:ssfh3qtkotbf6v4gkmohui6a,0,0,0,at://did:plc:ssfh3qtkotbf6v4gkmohui6a/app.bsky.feed.post/3mkrw6qf7j22s,bafyreihj2eujzt3fj3yqyin6ucboyvxi3le2pggyolsqznl6i5rf4keopi
2026-05-01T10:20:50.789Z,2026-05-01T10:20:51.875Z,tin n ng ng c vi n th ng ngh s ng c ng h a bang oklahoma barry christian 54 tu i m t t ch v c t m th y cht v ng n ng th n th t kinh kh ng y n ngh nh ch c m t ng y t t l nh ngu n new york post x meta newyorkpost huydang copyrightbyhuydang life rip,huydangsince89.bsky.social,Huydangsince1989,did:plc:ur2iivj4k5iv2bam5fk5p3mt,0,0,0,at://did:plc:ur2iivj4k5iv2bam5fk5p3mt/app.bsky.feed.post/3mkrvrqifoc2v,bafyreic2eicx3brzsz7qpgmbyy7xhjkxe5w2sbepcwoqeoji5sivqdtwau
2026-05-01T09:30:08.002Z,2026-05-01T09:30:09.574Z,ang hirap p ng lht ei kylangan sabhin pa sau nkakababa n lng ng sarili ung tipong wala na ngang value pinagdukdukan mo pa,jham94.bsky.social,voiceless,did:plc:ssfh3qtkotbf6v4gkmohui6a,0,0,0,at://did:plc:ssfh3qtkotbf6v4gkmohui6a/app.bsky.feed.post/3mkrsx2nvyk2s,bafyreidkcfq5hvea6bvkzfp4loyqiluprbve3vr46fr7oxnhzg42rbwi6a
2026-05-01T09:11:57.499Z,2026-05-01T09:11:58.171Z,mina nya tv favoritkanaler p youtube en gammal naturfotograf fr n kanada som l r ut teknik och redigering och en ung hipsterkillelektor fr n new york som l r ut fotografi mer abstrakt med mer fokus p konstn rskap och hur man hittar sin personliga stil,michael.fagerving.se,Michael Fagerving [Stor medskapare],did:plc:o7yqjqn4gdhzmualqj3i5ar2,2,0,0,at://did:plc:o7yqjqn4gdhzmualqj3i5ar2/app.bsky.feed.post/3mkrrwkofns25,bafyreicu7et4fo5npf4latmof455c3qawm6e54bkazyfyjn5neisry3oui
2026-05-01T08:59:06.391Z,2026-05-01T08:59:17.074Z,trist n r en ung kvinne blir drept men kanskje enda mer trist n r det skjer f r noen rekker raile henne,martebonaparte.bsky.social,MarteBonaparte,did:plc:45mot6x4qlm4c2nrvzxdactm,23,0,6,at://did:plc:45mot6x4qlm4c2nrvzxdactm/app.bsky.feed.post/3mkrr7lc6fs2l,bafyreieoo2jyzmfqbabvbcj4n5dsgnokpwyz6nr5cvsyw5qnhv6iiiiiyu
2026-05-01T08:49:26.488Z,2026-05-01T08:49:27.372Z,aha det r ju ldre n mina min bild av dig r att du r ganska ung s jag trodde inte du hade s gamla f r ldrar,factitia.bsky.social,Bildskön dynamitard 🧨,did:plc:i7ylilaa6okru7n7krmklfpl,0,0,1,at://did:plc:i7ylilaa6okru7n7krmklfpl/app.bsky.feed.post/3mkrqocarys2o,bafyreieacm2vbffrxs2uaa27zjifva2cuyxpwcpmjfkq4wwj7ekd5td3s4
2026-05-01T08:41:35.339222Z,2026-05-01T08:41:36.973Z,s bratteli h n ch t nh to n m t c ch c h th ng nh ng i u ch nh chi u trong i s brauer c t ng khi nmn ti t l h m ph n ho ch dao ng ph bi n chi ph i c u tr c t h p c u n i l thuy t bi u di n v ng d ng th ng tin l ng t,informaq-vi.bsky.social,Informaq Tóm Tắt Lượng Tử,did:plc:xrnzjhxtyq4ru42azhqftqvf,0,0,0,at://did:plc:xrnzjhxtyq4ru42azhqftqvf/app.bsky.feed.post/3mkrqabnprj2p,bafyreibl3mdqbi3hindxd3vxnkvysvn7q2tcx5g7xldrpip2gqukiab5a4
2026-05-01T08:38:05Z,2026-05-01T08:38:08.274Z,gi b n the peak garden csbh c p nh t 1052026 v n 15 k h mb b n ang t m ki m m t kh ng gian s ng chu n chuy n gia t i khu v c nam s i g n nh ng v n c n e ng i v p l c t i ch nh trong giai o n u vi c ph i chu n b ngay m t ngu n ti n l n p ng ti n thanh to n th ng l r o c n,thepeakgarden.bsky.social,The Peak Garden,did:plc:nsfhwcczuvqru4ej45lvajpw,0,0,0,at://did:plc:nsfhwcczuvqru4ej45lvajpw/app.bsky.feed.post/3mkrq22x3me27,bafyreigd32lrrpvvlapq4r6ruzpjlytzumi3bumyh734ion5wcja4p2gci
2026-05-01T08:15:10+00:00,2026-05-01T08:15:13.375Z,en skadad efter skjutning i norrk ping tv gripna uppdaterad 1 maj 2026 kl 0937publicerad 30 apr 2026 kl 2155 en ung man r allvarligt skadad efter,se-nyheter.bsky.social,,did:plc:meiz3kma33nrwe6bliagav37,0,0,0,at://did:plc:meiz3kma33nrwe6bliagav37/app.bsky.feed.post/3mkror3m7ly2h,bafyreiezbzmxrizinn22ils73nuo2hiwmphg6cbskjhwqd5d72c7tstjvy
2026-05-01T08:05:52Z,2026-05-01T08:05:54.376Z,top 7 l do b n ph i xu ng ti n mua the peak garden ngay gi a b i c nh th tr ng b t ng s n ang b c v o chu k thanh l c kh t khe vi c t m ki m m t s n ph m p ng tr n v n c c ti u ch kh t khe nh t kh ng ph i l i u d d ng h u h t c c nh u t v ng i mua th c u mang t m l e,thepeakgarden.bsky.social,The Peak Garden,did:plc:nsfhwcczuvqru4ej45lvajpw,0,0,0,at://did:plc:nsfhwcczuvqru4ej45lvajpw/app.bsky.feed.post/3mkroah3p2627,bafyreiao3oj6ygglaojhmlvjkydmi2xrnu3nrd6imv5zxuu27byixnckdy
2026-05-01T08:05:25.125837Z,2026-05-01T08:05:26.373Z,m h nh h c m y h c c ch l a ch n c c s p x p trotter t i u cho m ph ng l ng t m kh ng c n nh gi c c ng c vi n t ng qu t h a t 314 qubits t i 1620 qubits v i ch nh x c g n nh oracle th c y bi n d ch l ng t d n d t b i ai bi nd chl ngt m ph ngtrotter h cm yl ngt,informaq-vi.bsky.social,Informaq Tóm Tắt Lượng Tử,did:plc:xrnzjhxtyq4ru42azhqftqvf,0,0,0,at://did:plc:xrnzjhxtyq4ru42azhqftqvf/app.bsky.feed.post/3mkro7ma5w32k,bafyreid7ktqt5jsauzsollyc6x6z7oo25vr3kjz33amw7f2jvnuvnxbnna
2026-05-01T07:44:55.749Z,2026-05-01T07:44:57.373Z,t nh b o m d b o ph n ng c a iran ng trump ph n ph o c v iran,tin-tuc-viet-duc.bsky.social,Báo TIN TỨC VIỆT ĐỨC,did:plc:rqguygsoelhyqast3w6nocn3,0,0,0,at://did:plc:rqguygsoelhyqast3w6nocn3/app.bsky.feed.post/3mkrn2xt2ps2n,bafyreibssn7svv2zdg35pa4fpbvofddhwnjkghi5erfioiarbtayiapqg4
2026-05-01T07:29:34.883Z,2026-05-01T07:29:36.574Z,t nh b o m d b o ph n ng c a iran ng trump ph n ph o c v iran,tin-tuc-viet-duc.bsky.social,Báo TIN TỨC VIỆT ĐỨC,did:plc:rqguygsoelhyqast3w6nocn3,0,0,0,at://did:plc:rqguygsoelhyqast3w6nocn3/app.bsky.feed.post/3mkrm7ju3lg2u,bafyreidrzo7vf5wbfjhxonxl3mkncfnxfnbwkubl4w73gerh54uwzfn6fe
2026-05-01T07:22:03.085928Z,2026-05-01T07:22:03.973Z,q3satgpt h c c c m u m ch t qaoa th ch ng t o ra c c m ch l ng t c t i u h a trong m t l n v t ti n duy nh t t c t ng t c suy lu n 550 trong khi duy tr c c t l x p x m nh tr n c c b i to n maxe3sat t i u l ng t ai t o sinh thu t to n l ng t,informaq-vi.bsky.social,Informaq Tóm Tắt Lượng Tử,did:plc:xrnzjhxtyq4ru42azhqftqvf,0,0,0,at://did:plc:xrnzjhxtyq4ru42azhqftqvf/app.bsky.feed.post/3mkrls2ez5v2z,bafyreifx4a37x3cwblby4qqa4hqwxyw6ngyfw5vzd2a6evritp2bbd7b7y
2026-05-01T07:14:33.644Z,2026-05-01T07:14:35.074Z,t nh b o m d b o ph n ng c a iran ng trump ph n ph o c v iran,tin-tuc-viet-duc.bsky.social,Báo TIN TỨC VIỆT ĐỨC,did:plc:rqguygsoelhyqast3w6nocn3,0,0,0,at://did:plc:rqguygsoelhyqast3w6nocn3/app.bsky.feed.post/3mkrleo6byl26,bafyreibzsnhfevpreenply4gzmcs5zunwjq5vfv6min3hntxbb5rcnpzg4
2026-05-01T07:09:15.659485+00:00,2026-05-01T07:09:16.372Z,delelink fra zetland som ung frygtede hun at v re alene men datinglivets tredje akt er den bedste mener marie louise t xen,wallnot.dk,wallnot.dk,did:plc:cdwtko6bo2hrbodjg57wsbs5,0,0,0,at://did:plc:cdwtko6bo2hrbodjg57wsbs5/app.bsky.feed.post/3mkrl35xhut25,bafyreialdwpj3jladjhahsclgnptz7ve5cznugqmcvcalybqe6qvqqgevm
2026-05-01T07:07:20.595Z,2026-05-01T07:07:22.973Z,som ung frygtede hun at v re alene men datinglivets tredje akt er den bedste mener marie louise t xen mens flere unge v lger apps fra bl ser de modne generationer frem i onlinedating,kennethnrgaard.bsky.social,Kenneth Nørgaard,did:plc:3kj4kh2eykjgyu7327w3cn5v,3,0,0,at://did:plc:3kj4kh2eykjgyu7327w3cn5v/app.bsky.feed.post/3mkrkxq5emk2z,bafyreiditsyjp6w6iwcuhzau7kpsm65d2qxzml46stki6brypsqeozcyqu
2026-05-01T07:06:36.020011+00:00,2026-05-01T07:06:36.175Z,sac syndikalisterna gotland ung v nster anordnar 1 majfest n r 15 1600 var gotlands sacsyndikalisterna ungv nster fest syndikalism,kamratpostaren.se,Kamratpostaren,did:plc:fyghlju6bi24czjj34pzgr6q,0,0,1,at://did:plc:fyghlju6bi24czjj34pzgr6q/app.bsky.feed.post/3mkrkwfop2c23,bafyreidmsmt6trnq4dzdhp6tbq5gjujohh5s2uuecvs3k2sxmm4baofopq
2026-05-01T07:06:34.678986+00:00,2026-05-01T07:06:34.973Z,fluk fyns laboratorie for ung kunst anordnar den gode kunstner n r 15 1600 var svendborg,kamratpostaren.se,Kamratpostaren,did:plc:fyghlju6bi24czjj34pzgr6q,0,0,1,at://did:plc:fyghlju6bi24czjj34pzgr6q/app.bsky.feed.post/3mkrkwefskm2x,bafyreifupjrndedschrwgvy6z65mpmg3ajhtw3hp5qq5bphwfbpcejfirm
2026-05-01T06:59:31.177Z,2026-05-01T06:59:32.472Z,t nh b o m d b o ph n ng c a iran ng trump ph n ph o c v iran,tin-tuc-viet-duc.bsky.social,Báo TIN TỨC VIỆT ĐỨC,did:plc:rqguygsoelhyqast3w6nocn3,0,0,0,at://did:plc:rqguygsoelhyqast3w6nocn3/app.bsky.feed.post/3mkrkjrjimx2n,bafyreie6rq3zgyplpc3wjgnp5e74piuijjjuar4xgakosuvonyo3f2mkna
2026-05-01T06:56:44.957783Z,2026-05-01T06:56:46.675Z,ph ng ph p narg m i gi i quy t c c h th ng l ng t li n k t m nh v i nhi u thang n ng l ng gi i thi u ansatz tensor letta m h a v ng v u t ng c ng v t ra ngo i c c tr ng th i t ch ma tr n th ng th ng ch ng minh c c ng d ng cho h th ng boson v h a h c l ng t t,informaq-vi.bsky.social,Informaq Tóm Tắt Lượng Tử,did:plc:xrnzjhxtyq4ru42azhqftqvf,0,0,0,at://did:plc:xrnzjhxtyq4ru42azhqftqvf/app.bsky.feed.post/3mkrkesolj22p,bafyreiehc4mx53wrz7r67xqyyjfkoxqlnarx5w2hxbac5rxj3atasgii6a
2026-05-01T06:44:35.916Z,2026-05-01T06:44:37.574Z,t nh b o m d b o ph n ng c a iran ng trump ph n ph o c v iran,tin-tuc-viet-duc.bsky.social,Báo TIN TỨC VIỆT ĐỨC,did:plc:rqguygsoelhyqast3w6nocn3,0,0,0,at://did:plc:rqguygsoelhyqast3w6nocn3/app.bsky.feed.post/3mkrjp3p6xd2m,bafyreifypz4gp6lsdgemlcgtdp4ngm5nesrtjq73vur4xhnzdalkowma5a
2026-05-01T06:36:15.355125Z,2026-05-01T06:36:16.673Z,c c nh nghi n c u quan s t hi u ng ph hi p h p m t hi u ng phi c i n v i nh s ng nhi t b ng c ch s d ng ph p chi u s photon trong giao thoa k hanbury browntwiss hi n t ng n y ph t sinh t th ng k photon nhi t k t h p v i k thu t o l ng c u n i s hi u bi t,informaq-vi.bsky.social,Informaq Tóm Tắt Lượng Tử,did:plc:xrnzjhxtyq4ru42azhqftqvf,0,0,0,at://did:plc:xrnzjhxtyq4ru42azhqftqvf/app.bsky.feed.post/3mkrja5zsrv27,bafyreid6p4aeoyvlzygq2gp2uw2dfjqotso64eahcgwplb5ce2hj3wwpxe
2026-05-01T06:30:05.247Z,2026-05-01T06:30:07.673Z,t nh b o m d b o ph n ng c a iran ng trump ph n ph o c v iran,tin-tuc-viet-duc.bsky.social,Báo TIN TỨC VIỆT ĐỨC,did:plc:rqguygsoelhyqast3w6nocn3,0,0,0,at://did:plc:rqguygsoelhyqast3w6nocn3/app.bsky.feed.post/3mkriv6lmac2g,bafyreifer56rtoy6orqlekizmhg4bi56cheym3iu6uk64oaswptp7bvcze
2026-05-01T06:23:05.003Z,2026-05-01T06:23:06.872Z,t nh b o m d b o ph n ng c a iran ng trump ph n ph o c v iran,tin-tuc-viet-duc.bsky.social,Báo TIN TỨC VIỆT ĐỨC,did:plc:rqguygsoelhyqast3w6nocn3,0,0,0,at://did:plc:rqguygsoelhyqast3w6nocn3/app.bsky.feed.post/3mkriiml4372e,bafyreifu46rwesqaqquci3xhilaybtwets6c6iq7y664ekc6cnwqbcjhiq
2026-05-01T06:19:59.553617Z,2026-05-01T06:20:00.475Z,c c th nghi m m h c x c th c b t bi n m men ph ph d ng trong m ng tinh th kh nghermitian m c d ph nh y c m t i bi n c nh h nh l i th ng qua hi u ng da m men v n n nh trong c c h th ng 1d3d ti t l c c chuy n ti p t ph n t n n sinh s i c ki m so t,informaq-vi.bsky.social,Informaq Tóm Tắt Lượng Tử,did:plc:xrnzjhxtyq4ru42azhqftqvf,0,0,0,at://did:plc:xrnzjhxtyq4ru42azhqftqvf/app.bsky.feed.post/3mkrid3h2mm2j,bafyreidtex5bcgtzms6osswhcbj7oxqodzvg2xiwl2nt7xbze35xwxd3qq
2026-05-01T06:07:22.647Z,2026-05-01T06:07:23.971Z,t nh b o m d b o ph n ng c a iran ng trump ph n ph o c v iran,tin-tuc-viet-duc.bsky.social,Báo TIN TỨC VIỆT ĐỨC,did:plc:rqguygsoelhyqast3w6nocn3,0,0,0,at://did:plc:rqguygsoelhyqast3w6nocn3/app.bsky.feed.post/3mkrhmjtqgg2n,bafyreifzbmobu7uemblfjbzi2seaahih4hxcfki7zkx4ikhm33wy5p5upi
2026-05-01T05:58:02.896Z,2026-05-01T05:57:57.371Z,four chinese people as the face of bskysocial in the racs26 publicity im representing the global scholarships panel totally unintentional we got a good giggle as we arrived for our photocall and realised,liangrhea.bsky.social,Rhea Liang,did:plc:yoqbdkzhkjqz3vt4v4obfdqb,15,2,2,at://did:plc:yoqbdkzhkjqz3vt4v4obfdqb/app.bsky.feed.post/3mkrh3t3yjc2r,bafyreiejs4lym3nzp62hyt7mteechkwy2pjm4yzg3gwpihyj4wpokscoha
2026-05-01T05:52:22.403Z,2026-05-01T05:52:23.373Z,t nh b o m d b o ph n ng c a iran ng trump ph n ph o c v iran,tin-tuc-viet-duc.bsky.social,Báo TIN TỨC VIỆT ĐỨC,did:plc:rqguygsoelhyqast3w6nocn3,0,0,0,at://did:plc:rqguygsoelhyqast3w6nocn3/app.bsky.feed.post/3mkrgrp3x3q2y,bafyreidvjnfchen23xooqtmxollx2g2r4mdl5t3qql7ccjakgunfmap5w4
2026-05-01T05:39:46.361911Z,2026-05-01T05:39:47.574Z,m t ph n t quang h c b xoay m t s ng m i cho ph p s p x p momen ng l ng qu o hi u qu v i s ch ng l p li n modal c th b qua k t qu s h c cho th y nhi u ch o 005 c c tham s t i u cung c p m t ph ng ph p c th m r ng cho c c ng d ng oam kh ng gian cao,informaq-vi.bsky.social,Informaq Tóm Tắt Lượng Tử,did:plc:xrnzjhxtyq4ru42azhqftqvf,0,0,0,at://did:plc:xrnzjhxtyq4ru42azhqftqvf/app.bsky.feed.post/3mkrg362fzt2d,bafyreibwm5d5hmyzy7agwnlono63h26ywf7sdux4ygl6fjgajgwtrbmm5u
2026-05-01T05:37:27.252Z,2026-05-01T05:37:29.872Z,t nh b o m d b o ph n ng c a iran ng trump ph n ph o c v iran,tin-tuc-viet-duc.bsky.social,Báo TIN TỨC VIỆT ĐỨC,did:plc:rqguygsoelhyqast3w6nocn3,0,0,0,at://did:plc:rqguygsoelhyqast3w6nocn3/app.bsky.feed.post/3mkrfx2qw362y,bafyreideoyugvbmaeqienv2o7czixh6nonefil3kg4jvomrnrouudrkq3q
2026-05-01T05:29:03.542Z,2026-05-01T05:29:07.874Z,gratulerer med dagen alle 1mai gruppa tre visemenn har i anledning dagen laget en helt ny arbeidersang med tittel arbeidsdagen har etter beste evne transkribert den her i 3 bilder lenke til sangen her youtubeu3xvyniditg v r s god,havgap.bsky.social,havgap,did:plc:4usagaytldcfwqjbqzekd3a5,2,1,1,at://did:plc:4usagaytldcfwqjbqzekd3a5/app.bsky.feed.post/3mkrfhybppc2d,bafyreigg7vs3coooyzqigtgh3vsmdje353733ozksptwlfwnccqjpixp6m
2026-05-01T05:22:26.125Z,2026-05-01T05:22:27.474Z,t nh b o m d b o ph n ng c a iran ng trump ph n ph o c v iran,tin-tuc-viet-duc.bsky.social,Báo TIN TỨC VIỆT ĐỨC,did:plc:rqguygsoelhyqast3w6nocn3,0,0,0,at://did:plc:rqguygsoelhyqast3w6nocn3/app.bsky.feed.post/3mkrf464zks2x,bafyreiew4qxjzhqupowfxtu2uli4777ctpv25acq6qfvy5nkjs27qgjikm
2026-05-01T05:07:27.683Z,2026-05-01T05:07:28.873Z,t nh b o m d b o ph n ng c a iran ng trump ph n ph o c v iran,tin-tuc-viet-duc.bsky.social,Báo TIN TỨC VIỆT ĐỨC,did:plc:rqguygsoelhyqast3w6nocn3,0,0,0,at://did:plc:rqguygsoelhyqast3w6nocn3/app.bsky.feed.post/3mkrebfewbi2g,bafyreicyaeafugxdmvqtfdg54hla5hjp52gmjdjy2qunt4trsxpmlzp5ji
2026-05-01T04:52:32.404Z,2026-05-01T04:52:33.776Z,t nh b o m d b o ph n ng c a iran ng trump ph n ph o c v iran,tin-tuc-viet-duc.bsky.social,Báo TIN TỨC VIỆT ĐỨC,did:plc:rqguygsoelhyqast3w6nocn3,0,0,0,at://did:plc:rqguygsoelhyqast3w6nocn3/app.bsky.feed.post/3mkrdgptxjm2e,bafyreig7otzsloedh3t5bcawrspoldx6j7utdawqmwomhmzxpdu653yu64
